CustomerName,CustomerEmail,TotalSpent,TotalOrders,AverageOrderValue
Customer 667,customer667@example.com,1059,4,264.75
Customer 589,customer589@example.com,1057,4,264.25
Customer 743,customer743@example.com,1056,3,352
Customer 70,customer70@example.com,1054,4,263.5
Customer 76,customer76@example.com,1052,4,263
Customer 144,customer144@example.com,1052,4,263
Customer 166,customer166@example.com,1049,4,262.25
Customer 254,customer254@example.com,1044,5,208.8
Customer 439,customer439@example.com,1044,3,348
Customer 529,customer529@example.com,1043,5,208.6
Customer 595,customer595@example.com,1040,5,208
Customer 847,customer847@example.com,1040,4,260
Customer 192,customer192@example.com,1035,4,258.75
Customer 722,customer722@example.com,1034,4,258.5
Customer 679,customer679@example.com,1029,3,343
Customer 921,customer921@example.com,1029,5,205.8
Customer 39,customer39@example.com,1028,3,342.6666
Customer 611,customer611@example.com,1026,4,256.5
Customer 733,customer733@example.com,1023,4,255.75
Customer 723,customer723@example.com,1022,4,255.5
Customer 352,customer352@example.com,1021,6,170.1666
Customer 185,customer185@example.com,1018,3,339.3333
Customer 306,customer306@example.com,1013,4,253.25
Customer 106,customer106@example.com,1006,4,251.5
Customer 705,customer705@example.com,1006,3,335.3333
Customer 181,customer181@example.com,1002,5,200.4
Customer 368,customer368@example.com,1001,5,200.2
Customer 933,customer933@example.com,1000,7,142.8571
Customer 385,customer385@example.com,999,4,249.75
Customer 888,customer888@example.com,997,3,332.3333
Customer 660,customer660@example.com,996,5,199.2
Customer 456,customer456@example.com,996,4,249
Customer 497,customer497@example.com,996,5,199.2
Customer 565,customer565@example.com,995,3,331.6666
Customer 120,customer120@example.com,995,5,199
Customer 654,customer654@example.com,994,6,165.6666
Customer 558,customer558@example.com,992,4,248
Customer 50,customer50@example.com,991,3,330.3333
Customer 466,customer466@example.com,986,4,246.5
Customer 968,customer968@example.com,986,5,197.2
Customer 804,customer804@example.com,979,6,163.1666
Customer 51,customer51@example.com,977,4,244.25
Customer 284,customer284@example.com,977,5,195.4
Customer 987,customer987@example.com,976,3,325.3333
Customer 820,customer820@example.com,975,3,325
Customer 770,customer770@example.com,974,3,324.6666
Customer 390,customer390@example.com,973,5,194.6
Customer 420,customer420@example.com,972,5,194.4
Customer 414,customer414@example.com,965,4,241.25
Customer 150,customer150@example.com,963,5,192.6
Customer 205,customer205@example.com,962,3,320.6666
Customer 835,customer835@example.com,959,4,239.75
Customer 691,customer691@example.com,959,3,319.6666
Customer 775,customer775@example.com,958,3,319.3333
Customer 31,customer31@example.com,957,4,239.25
Customer 377,customer377@example.com,957,4,239.25
Customer 587,customer587@example.com,957,3,319
Customer 19,customer19@example.com,956,5,191.2
Customer 918,customer918@example.com,956,4,239
Customer 893,customer893@example.com,954,4,238.5
Customer 190,customer190@example.com,954,3,318
Customer 641,customer641@example.com,953,3,317.6666
Customer 678,customer678@example.com,951,4,237.75
Customer 711,customer711@example.com,949,4,237.25
Customer 913,customer913@example.com,949,5,189.8
Customer 182,customer182@example.com,949,3,316.3333
Customer 112,customer112@example.com,949,5,189.8
Customer 180,customer180@example.com,941,8,117.625
Customer 365,customer365@example.com,938,4,234.5
Customer 522,customer522@example.com,936,5,187.2
Customer 277,customer277@example.com,936,4,234
Customer 546,customer546@example.com,935,4,233.75
Customer 312,customer312@example.com,927,4,231.75
Customer 945,customer945@example.com,926,3,308.6666
Customer 634,customer634@example.com,925,6,154.1666
Customer 458,customer458@example.com,925,3,308.3333
Customer 473,customer473@example.com,923,3,307.6666
Customer 977,customer977@example.com,920,5,184
Customer 374,customer374@example.com,919,3,306.3333
Customer 966,customer966@example.com,917,4,229.25
Customer 219,customer219@example.com,915,3,305
Customer 955,customer955@example.com,912,2,456
Customer 525,customer525@example.com,911,4,227.75
Customer 129,customer129@example.com,908,4,227
Customer 744,customer744@example.com,905,5,181
Customer 862,customer862@example.com,904,3,301.3333
Customer 536,customer536@example.com,902,3,300.6666
Customer 404,customer404@example.com,902,4,225.5
Customer 694,customer694@example.com,900,4,225
Customer 428,customer428@example.com,899,4,224.75
Customer 358,customer358@example.com,898,5,179.6
Customer 61,customer61@example.com,897,3,299
Customer 816,customer816@example.com,897,3,299
Customer 965,customer965@example.com,897,3,299
Customer 677,customer677@example.com,891,6,148.5
Customer 280,customer280@example.com,891,3,297
Customer 149,customer149@example.com,890,4,222.5
Customer 516,customer516@example.com,890,4,222.5
Customer 692,customer692@example.com,890,6,148.3333
Customer 950,customer950@example.com,889,4,222.25
Customer 293,customer293@example.com,887,4,221.75
Customer 73,customer73@example.com,885,3,295
Customer 795,customer795@example.com,883,2,441.5
Customer 350,customer350@example.com,883,2,441.5
Customer 505,customer505@example.com,882,3,294
Customer 252,customer252@example.com,881,4,220.25
Customer 613,customer613@example.com,881,5,176.2
Customer 346,customer346@example.com,880,4,220
Customer 409,customer409@example.com,879,3,293
Customer 994,customer994@example.com,878,4,219.5
Customer 519,customer519@example.com,876,2,438
Customer 537,customer537@example.com,876,4,219
Customer 682,customer682@example.com,873,3,291
Customer 303,customer303@example.com,871,4,217.75
Customer 837,customer837@example.com,869,5,173.8
Customer 297,customer297@example.com,866,3,288.6666
Customer 789,customer789@example.com,865,6,144.1666
Customer 681,customer681@example.com,864,4,216
Customer 689,customer689@example.com,864,3,288
Customer 240,customer240@example.com,863,5,172.6
Customer 356,customer356@example.com,862,5,172.4
Customer 399,customer399@example.com,862,4,215.5
Customer 892,customer892@example.com,862,6,143.6666
Customer 880,customer880@example.com,857,3,285.6666
Customer 483,customer483@example.com,857,3,285.6666
Customer 20,customer20@example.com,857,4,214.25
Customer 485,customer485@example.com,855,4,213.75
Customer 408,customer408@example.com,854,5,170.8
Customer 345,customer345@example.com,854,3,284.6666
Customer 586,customer586@example.com,852,5,170.4
Customer 668,customer668@example.com,845,3,281.6666
Customer 491,customer491@example.com,844,4,211
Customer 194,customer194@example.com,844,3,281.3333
Customer 424,customer424@example.com,843,4,210.75
Customer 197,customer197@example.com,839,2,419.5
Customer 396,customer396@example.com,837,3,279
Customer 841,customer841@example.com,836,4,209
Customer 783,customer783@example.com,834,3,278
Customer 612,customer612@example.com,834,3,278
Customer 930,customer930@example.com,829,3,276.3333
Customer 887,customer887@example.com,827,3,275.6666
Customer 269,customer269@example.com,826,4,206.5
Customer 740,customer740@example.com,825,3,275
Customer 40,customer40@example.com,824,3,274.6666
Customer 906,customer906@example.com,820,6,136.6666
Customer 161,customer161@example.com,819,5,163.8
Customer 790,customer790@example.com,817,2,408.5
Customer 848,customer848@example.com,816,5,163.2
Customer 49,customer49@example.com,815,5,163
Customer 570,customer570@example.com,815,3,271.6666
Customer 12,customer12@example.com,814,3,271.3333
Customer 236,customer236@example.com,808,4,202
Customer 614,customer614@example.com,802,3,267.3333
Customer 382,customer382@example.com,794,5,158.8
Customer 367,customer367@example.com,793,4,198.25
Customer 104,customer104@example.com,792,4,198
Customer 156,customer156@example.com,792,3,264
Customer 227,customer227@example.com,792,3,264
Customer 403,customer403@example.com,791,3,263.6666
Customer 103,customer103@example.com,790,7,112.8571
Customer 450,customer450@example.com,788,5,157.6
Customer 56,customer56@example.com,786,3,262
Customer 710,customer710@example.com,785,4,196.25
Customer 772,customer772@example.com,781,3,260.3333
Customer 131,customer131@example.com,781,3,260.3333
Customer 344,customer344@example.com,779,4,194.75
Customer 875,customer875@example.com,775,4,193.75
Customer 79,customer79@example.com,772,3,257.3333
Customer 811,customer811@example.com,765,5,153
Customer 413,customer413@example.com,765,4,191.25
Customer 267,customer267@example.com,759,2,379.5
Customer 311,customer311@example.com,758,4,189.5
Customer 553,customer553@example.com,758,3,252.6666
Customer 484,customer484@example.com,752,4,188
Customer 815,customer815@example.com,752,3,250.6666
Customer 508,customer508@example.com,749,4,187.25
Customer 494,customer494@example.com,746,4,186.5
Customer 237,customer237@example.com,743,2,371.5
Customer 136,customer136@example.com,741,3,247
Customer 105,customer105@example.com,738,3,246
Customer 183,customer183@example.com,729,3,243
Customer 747,customer747@example.com,726,2,363
Customer 175,customer175@example.com,725,3,241.6666
Customer 514,customer514@example.com,724,2,362
Customer 883,customer883@example.com,724,2,362
Customer 98,customer98@example.com,720,5,144
Customer 366,customer366@example.com,720,3,240
Customer 561,customer561@example.com,717,3,239
Customer 256,customer256@example.com,717,3,239
Customer 793,customer793@example.com,717,5,143.4
Customer 201,customer201@example.com,716,5,143.2
Customer 360,customer360@example.com,716,3,238.6666
Customer 896,customer896@example.com,715,4,178.75
Customer 975,customer975@example.com,713,5,142.6
Customer 842,customer842@example.com,713,3,237.6666
Customer 695,customer695@example.com,707,4,176.75
Customer 626,customer626@example.com,706,3,235.3333
Customer 936,customer936@example.com,706,4,176.5
Customer 213,customer213@example.com,705,4,176.25
Customer 415,customer415@example.com,703,5,140.6
Customer 769,customer769@example.com,702,3,234
Customer 211,customer211@example.com,699,4,174.75
Customer 398,customer398@example.com,697,3,232.3333
Customer 510,customer510@example.com,696,2,348
Customer 564,customer564@example.com,695,3,231.6666
Customer 996,customer996@example.com,687,3,229
Customer 836,customer836@example.com,684,3,228
Customer 732,customer732@example.com,681,4,170.25
Customer 573,customer573@example.com,681,3,227
Customer 289,customer289@example.com,673,2,336.5
Customer 527,customer527@example.com,672,2,336
Customer 773,customer773@example.com,672,4,168
Customer 468,customer468@example.com,665,2,332.5
Customer 134,customer134@example.com,665,3,221.6666
Customer 265,customer265@example.com,661,3,220.3333
Customer 499,customer499@example.com,656,3,218.6666
Customer 590,customer590@example.com,654,4,163.5
Customer 125,customer125@example.com,653,3,217.6666
Customer 709,customer709@example.com,653,3,217.6666
Customer 567,customer567@example.com,651,3,217
Customer 517,customer517@example.com,645,2,322.5
Customer 210,customer210@example.com,643,4,160.75
Customer 901,customer901@example.com,643,3,214.3333
Customer 91,customer91@example.com,642,3,214
Customer 664,customer664@example.com,642,4,160.5
Customer 460,customer460@example.com,642,4,160.5
Customer 699,customer699@example.com,641,2,320.5
Customer 95,customer95@example.com,636,2,318
Customer 507,customer507@example.com,635,4,158.75
Customer 30,customer30@example.com,635,3,211.6666
Customer 47,customer47@example.com,631,3,210.3333
Customer 988,customer988@example.com,626,3,208.6666
Customer 739,customer739@example.com,625,2,312.5
Customer 535,customer535@example.com,623,2,311.5
Customer 509,customer509@example.com,620,2,310
Customer 999,customer999@example.com,620,4,155
Customer 148,customer148@example.com,619,2,309.5
Customer 330,customer330@example.com,613,4,153.25
Customer 881,customer881@example.com,612,2,306
Customer 698,customer698@example.com,612,3,204
Customer 964,customer964@example.com,610,2,305
Customer 819,customer819@example.com,609,3,203
Customer 866,customer866@example.com,605,3,201.6666
Customer 898,customer898@example.com,604,2,302
Customer 797,customer797@example.com,603,3,201
Customer 539,customer539@example.com,603,2,301.5
Customer 685,customer685@example.com,598,5,119.6
Customer 780,customer780@example.com,597,3,199
Customer 462,customer462@example.com,595,3,198.3333
Customer 124,customer124@example.com,590,5,118
Customer 566,customer566@example.com,589,3,196.3333
Customer 569,customer569@example.com,588,2,294
Customer 683,customer683@example.com,584,2,292
Customer 496,customer496@example.com,582,5,116.4
Customer 217,customer217@example.com,582,2,291
Customer 504,customer504@example.com,579,2,289.5
Customer 782,customer782@example.com,567,4,141.75
Customer 545,customer545@example.com,565,3,188.3333
Customer 891,customer891@example.com,562,2,281
Customer 826,customer826@example.com,561,2,280.5
Customer 870,customer870@example.com,559,4,139.75
Customer 122,customer122@example.com,558,2,279
Customer 818,customer818@example.com,551,2,275.5
Customer 278,customer278@example.com,536,2,268
Customer 13,customer13@example.com,535,3,178.3333
Customer 137,customer137@example.com,534,3,178
Customer 386,customer386@example.com,533,2,266.5
Customer 42,customer42@example.com,531,3,177
Customer 417,customer417@example.com,524,2,262
Customer 370,customer370@example.com,524,3,174.6666
Customer 665,customer665@example.com,520,4,130
Customer 572,customer572@example.com,508,4,127
Customer 631,customer631@example.com,507,2,253.5
Customer 464,customer464@example.com,505,4,126.25
Customer 852,customer852@example.com,504,3,168
Customer 141,customer141@example.com,503,3,167.6666
Customer 53,customer53@example.com,502,1,502
Customer 440,customer440@example.com,501,1,501
Customer 324,customer324@example.com,499,3,166.3333
Customer 232,customer232@example.com,497,2,248.5
Customer 449,customer449@example.com,496,5,99.2
Customer 833,customer833@example.com,496,3,165.3333
Customer 846,customer846@example.com,492,1,492
Customer 736,customer736@example.com,489,2,244.5
Customer 704,customer704@example.com,489,1,489
Customer 334,customer334@example.com,486,2,243
Customer 218,customer218@example.com,486,2,243
Customer 798,customer798@example.com,479,2,239.5
Customer 932,customer932@example.com,478,3,159.3333
Customer 246,customer246@example.com,472,3,157.3333
Customer 592,customer592@example.com,472,2,236
Customer 347,customer347@example.com,469,1,469
Customer 976,customer976@example.com,469,1,469
Customer 301,customer301@example.com,463,4,115.75
Customer 109,customer109@example.com,461,2,230.5
Customer 229,customer229@example.com,460,4,115
Customer 669,customer669@example.com,455,1,455
Customer 809,customer809@example.com,452,2,226
Customer 910,customer910@example.com,451,2,225.5
Customer 817,customer817@example.com,450,3,150
Customer 610,customer610@example.com,450,3,150
Customer 342,customer342@example.com,448,2,224
Customer 195,customer195@example.com,447,3,149
Customer 865,customer865@example.com,446,3,148.6666
Customer 110,customer110@example.com,438,2,219
Customer 372,customer372@example.com,435,2,217.5
Customer 283,customer283@example.com,428,2,214
Customer 82,customer82@example.com,427,2,213.5
Customer 406,customer406@example.com,424,2,212
Customer 542,customer542@example.com,421,2,210.5
Customer 644,customer644@example.com,421,3,140.3333
Customer 389,customer389@example.com,419,5,83.8
Customer 560,customer560@example.com,417,1,417
Customer 266,customer266@example.com,417,3,139
Customer 387,customer387@example.com,415,2,207.5
Customer 442,customer442@example.com,415,2,207.5
Customer 135,customer135@example.com,409,3,136.3333
Customer 690,customer690@example.com,408,3,136
Customer 71,customer71@example.com,407,2,203.5
Customer 249,customer249@example.com,405,2,202.5
Customer 630,customer630@example.com,401,2,200.5
Customer 354,customer354@example.com,400,3,133.3333
Customer 656,customer656@example.com,399,3,133
Customer 935,customer935@example.com,397,3,132.3333
Customer 335,customer335@example.com,384,3,128
Customer 16,customer16@example.com,381,2,190.5
Customer 84,customer84@example.com,372,3,124
Customer 275,customer275@example.com,370,2,185
Customer 264,customer264@example.com,366,2,183
Customer 118,customer118@example.com,364,2,182
Customer 467,customer467@example.com,364,2,182
Customer 371,customer371@example.com,356,2,178
Customer 830,customer830@example.com,355,4,88.75
Customer 800,customer800@example.com,348,2,174
Customer 179,customer179@example.com,344,1,344
Customer 157,customer157@example.com,333,1,333
Customer 93,customer93@example.com,332,2,166
Customer 953,customer953@example.com,326,4,81.5
Customer 839,customer839@example.com,321,1,321
Customer 657,customer657@example.com,320,1,320
Customer 74,customer74@example.com,314,1,314
Customer 337,customer337@example.com,298,1,298
Customer 757,customer757@example.com,292,2,146
Customer 663,customer663@example.com,292,1,292
Customer 615,customer615@example.com,292,3,97.3333
Customer 268,customer268@example.com,290,2,145
Customer 717,customer717@example.com,289,2,144.5
Customer 768,customer768@example.com,284,4,71
Customer 954,customer954@example.com,277,2,138.5
Customer 310,customer310@example.com,270,2,135
Customer 90,customer90@example.com,262,2,131
Customer 60,customer60@example.com,254,2,127
Customer 588,customer588@example.com,247,1,247
Customer 9,customer9@example.com,247,2,123.5
Customer 349,customer349@example.com,244,1,244
Customer 333,customer333@example.com,240,2,120
Customer 1000,customer1000@example.com,228,1,228
Customer 616,customer616@example.com,208,1,208
Customer 738,customer738@example.com,207,3,69
Customer 857,customer857@example.com,205,3,68.3333
Customer 785,customer785@example.com,199,2,99.5
Customer 995,customer995@example.com,199,2,99.5
Customer 488,customer488@example.com,182,1,182
Customer 479,customer479@example.com,181,2,90.5
Customer 225,customer225@example.com,177,2,88.5
Customer 32,customer32@example.com,168,1,168
Customer 107,customer107@example.com,166,1,166
Customer 436,customer436@example.com,161,2,80.5
Customer 559,customer559@example.com,160,1,160
Customer 171,customer171@example.com,151,2,75.5
Customer 879,customer879@example.com,149,2,74.5
Customer 784,customer784@example.com,148,1,148
Customer 489,customer489@example.com,147,1,147
Customer 300,customer300@example.com,138,1,138
Customer 731,customer731@example.com,124,2,62
Customer 576,customer576@example.com,123,2,61.5
Customer 737,customer737@example.com,122,2,61
Customer 67,customer67@example.com,117,1,117
Customer 359,customer359@example.com,117,2,58.5
Customer 963,customer963@example.com,112,1,112
Customer 646,customer646@example.com,111,1,111
Customer 751,customer751@example.com,91,1,91
Customer 760,customer760@example.com,84,1,84
Customer 92,customer92@example.com,82,1,82
Customer 735,customer735@example.com,78,1,78
Customer 57,customer57@example.com,61,1,61
Customer 411,customer411@example.com,51,1,51
Customer 636,customer636@example.com,32,1,32
Customer 904,customer904@example.com,21,1,21
Customer 960,customer960@example.com,18,1,18
Customer 706,customer706@example.com,16,1,16
Customer 620,customer620@example.com,11,1,11
